review,sentiment
"The title sequence shows the credits written on a rain-soaked sidewalk as people trod on it; music is provided by someone whistling Alfred Newman's ""Street Scene."" Then we meet Det. Sgt. Mark Dixon (Dana Andrews), who always wanted to be something his old man wasn't: a guy on the right side of the law. But he's pretty vicious for a good guy. After several complaints over his roughing people up, his boss, Insp. Nicholas Foley (Robert F. Simon), demotes him. Foley tells him he's a good man, but needs to get his head on straight and be more like Det. Lt. Thomas (Karl Malden), who has just gotten a promotion.<br /><br />Meanwhile, Tommy Scalise (Gary Merrill, in a splendidly slimy performance) has an illegal dice game going and is looking to make a sucker out of the rich Ted Morrison (Harry Von Zell), who was brought in by Ken Paine (Craig Stevens) and his beautiful wife Morgan (Gene Tierney). She figures out too late her husband is using her as a decoy, and Paine strikes her when she refuses to play along. The chivalrous Morrison intervenes but Paine knocks him out cold. That seems to be the worst of it, but later it turns out the guy is dead; and Paine looks guilty.<br /><br />But this won't be Paine's story. Soon Dixon has fallen in love with Morganbut not before losing his temper again and committing a terrible deed that he tries to cover up. Morgan's father, a tale-spinning taxi driver (Tom Tully), may take the rap for it. It's up to Dixon to try to pin the blame on Scalise.<br /><br />Otto Preminger directs a script credited to Ben Hecht and three others from the novel ""Night Cry"" by William L. Stuart. This is a solid film noir with excellent performances and all the shadowy photography and murky morality we expect from this genre. It holds up until the brightly lit ending, which looks like something the studio had filmed to appease the censors. Of course, the classic noir directed by Preminger and starring Andrews and Tierney is ""Laura."" You'll enjoy this, but you can't miss that.",positive
"A great idea: 11 stories about 11 September. 11 directors from different countries with different results. Ken Loach talking about an immigrant (as usual) is just brilliant (as usual). The Frenchman does a very good job also, while the Burkina Faso film was a nice surprise. However, the Israel film was a bit boring, and the Mexican guy, well, he should quit directing and work in a Mexican restaurant. 8/10",positive
"Saw it at UCSB's reel loud festival and was *shocked* that it won the golden reel award. I wasn't the only one, considering the audience had mixed reactions to the piece. I thought there were many other better flicks out there, but then I learned that the judges were heavily rooted within the area of film theory and other artsy crap. While the cinematography and editing are on par with many other shorts out there, the storytelling is nothing more than your average student piece. Seems as though ""serious"" student films need to include one of these categories: sex, intrapersonal struggle, and eventual suicide -- Nick and Kate cops out and includes all three. Please, be more original!<br /><br />Oh, and it might be my outsider's opinion, but the guy from montecito sounds a little fake. Does anyone else thing so?",negative
"""Checking Out"" is a very witty and honest portrayal of a bizarre family that happens to be Jewish. Judaism plays virtually no role in the film, but American Jewish culture & behavior gets thoroughly sent up... it a loving way. I wish the movie dealt with the religious perspective on the topics it explores, because I think that would have been interesting. <br /><br />I've never been a Columbo fan so I wasn't familiar with Peter Falk - he's a lot of fun to watch. It's great to see Judge Reinhold, Laura San Giacomo & David Paymer again - why don't they work more? They're all hilarious. The script is terrific with a lot of memorable one-liners I'll be sure to use with my own family. Watch for Gavin McLeod (Captain Stubing!) as the doorman.",positive
"As other viewers have mentioned, this film was an interesting experiment in photography. The colors are comic book bold. I think the director got carried away with his ""artistic vision"" over the look of the film instead o badly needed attention to content. Despite its stellar cast, the performances are lackluster and the story nearly incoherent. Madonna was likely cast purely as a stunt to get pre-release press. A good thing as her appearance here lent some credence to her album ""I'm Breathless (Music inspired by the film Dick Tracy)"" which was a stratospheric hit (due in large part to the inclusion of dance-hit ""Vogue"" - which is not in, nor has the slightest relation to this film). I'd guess the major portion of money from this film came from tie-ins to Madonna's ""I'm Breathless"" album.<br /><br />If you watch it at home, by end-titles, you'll think ""there's two hours out of my life I'd like to have back."" Save yourself the wasted time - do not bother with this.",negative
"Jimmy Stewart and Anthony Mann teamed to do some of the best westerns ever made and this is one of the best.<br /><br />The real star of the film however is the spectacular Canadian Rockies that serve as a backdrop for the story. Some of the best cinematography ever done in the history of film.<br /><br />In all five of the westerns that Stewart and Mann did together the supporting roles were perfectly cast. No exception here, right down to parts that might only have a few lines, the characters are firmly etched with those lines.<br /><br />Stewart is a cynical hard-bitten loner in this film whose only real friend is his sidekick Walter Brennan. It's Brennan's death at the hands of the villains that makes him want to finally free the gold settlement from the bad guys and incidentally redeem himself in the process.<br /><br />John McIntire is the head villain of the piece and he was an under-appreciated actor with a vast range. He could play delightful old codgers, authority figures and in this case a particularly nasty and crafty villain. <br /><br />One of the best westerns ever.",positive
"This is a great film for pure entertainment, nothing more and nothing less. It's enjoyable, and a vaguely feel-good movie.<br /><br />A minor, but nonetheless irritating thing about the movie is that we don't know why Justine and Chas broke up. Okay, most first relationships don't work for one reason or another, but they more or less seemed like a nice couple.<br /><br />In a nutshell, it's worth a watch to escape reality.",positive
"The dudes at MST3K should see this dog of a film. It's basically about a dopey hack actor in Hollywood who can't land any acting gigs. And he has this strange obsession with the movie Taxi Driver. So what does this dumb actor do? He dyes his hair blonde and starts acting like a L.A. surfer dude in the naive hope this will get him acting roles. You'll laugh yer head off at so many of this movie's inadvertently funny scenes. Like when the actor dude's girlfriend is heart broken and sobbing and saying lines like, ""How could you do this to me?"" And why is she crying? Cos he dyed his hair blonde and became a surfer dude to get acting gigs. This movie makes no sense at ALL! The actor who played the governor on Benson is in this too and he plays a stereotypical right wing politician with lotsa dumb funny dialog. This movie will crack you up, trust me. You talking' to me?!",negative
"Wow. The only people reviewing this positively are the Carpenter apologists. I know a lot of those. The guys that'll watch John Carpenter squat on celluloid and pinch out a movie and proclaim it a masterwork of horror. This ""movie"" is utter crap. It looks and sounds like a porno (good lord, the soundtrack is awful...), and has sub-par porn acting, which is shocking, because normally Ron Perlman is really a very good actor. I honestly have no idea what Carpenter was thinking when making this. Most likely ""Beans, beans, beans.."" until somebody fed him and rolled him up into a blanket for the day... They say nothing about the abortion debate whatsoever, when they could have had a very interesting central theme (how do religious zealot anti-abortionists feel when it's the devil's baby?) but instead they chose to have Ron Perlman and his terribly acted kids kill a bunch of people and have the horribly cast doctors try to calm the hysterically bad pregnant girl. Not a single person from this episode or what have you should come away unscathed. It's just awful. Like, Plan 9 From Outerspace awful. Like, good god please would somebody turn it off before I soil myself awful. Try watching this and The Thing in the same day and your mind will implode.",negative
"I really enjoyed this film. I'm not usually one for fairy tales or make believe storeys but this film captured my attention.<br /><br />I first saw this film on the UK channel Hallmark...which usually shows afew tacky films...but then Snow Queen came along...and I was loving it! I really really admire Bridget Fonda in this movie...she plays the snow queen brilliantly and glamorously.<br /><br />I won't explain what the story is about as other people have already done so, so there is no point repeating.<br /><br />I would just suggest that if you want to watch a fun fairy tale journey...get this film...but if you want to purchase it and you live in the UK, you might have a hard time. I've bought it from South Korea brand new (english edition of course).",positive
"Wow it's ironic since this movie has been out for awhile I think that someone else JUST reviewed it a couple days ago.<br /><br />Anyways, I watched this movie simply because it has Nick Stahl, for the record.<br /><br />The movie was ridiculous. The characters drove me INSANE, they were SO Cliché and STEREOTYPED. This movie had some of the worst dialogue I have ever heard. It had way too many plot twists too.<br /><br />There is ONE scene in the movie worth seeing however, the scene: ""Warm heart, cold gun"" where Nick Stahl kills the obnoxious girl in the shower. (Well, actually they were all obnoxious.) But his acting in that scene was excellent. The look on his face, it reminded my of American Psycho (a good movie). The scene is worth seeing but not worth seeing the rest of the movie for, do yourself a favor and don't watch it.",negative
"This is one of those movies in which people keep saying ""That's a great idea!"" about the worst ideas you've ever heard. Then they act on them. I like it. This picture's funnier than any 3 dozen Seth Rogen projects. Well, so is SHOAH. <br /><br />Gojira movies have been cannibalizing their own origin-stories since the 60s, but this one goes further. What can you say about a culture willing to rape its own sacred cultural icons for a quick buck? This travesty presents a WW2 suicide brigade on ""the last of the Marshall Islands"" presenting arms to a dinosaur who chased the US Marines away. Then the Japanese inexplicably decide not to fight to the last man, and instead abandon the territory annexed on their behalf by this giant lizard. They retreat to the mainland, where one of them becomes a business tycoon.<br /><br />Then it gets complicated.<br /><br />Blonde men from the future, irritable over not yet curing male pattern baldness, come back in time in a sort of flying saucer to ask a failed writer and a celebrity psychic for their help in eliminating Godzilla before he destroys Japan. The ""help"" is questionable, as all these 1992 citizens do is go back to 1944 to watch some closed-circuit TV, but, hey, they shot the script. You would think that by the 90s the Japanese would know better than to trust people in spaceships. Fortunately for Nippon, the white guys - you can tell they're American because they say ""nucyaler"" - erred by bringing back in time the one Japanese girl left in the future. In a touching display of ancestor worship, she outs their duplicity after donning a flying suit made from ductwork taped to a Sailor Moon backpack. Turns out these time-traveling, fashion-disabled Caucasians are just jealous of Japan's impending economic imperialist takeover of the known world (in the 22d century Japan's going to buy Africa, which sounds more like a liability than an asset). These blondes in padded chintz suits with nonfunctioning straps and redundant zippers want to replace Godzilla with King Ghidorah, who will destroy all of Japan except Tokyo. A strange choice, but Toho's been known to go out of its way not to have to build that Tokyo skyline set again.<br /><br />Sure enough, we are given the alternate spectacle of Fukuoka (""my garden city"") and some other heretofore unscathed-by-rubber-monster metropolitan areas being laid waste by a flying gold metalflake 1/3 of a hydra. In a surprise revelation, we are informed that King Ghidorah was created from some hand puppets left too long in the microwave. Godzilla also does his share of demolition as the movie winds down. Wait - didn't the spaceship blondes already destroy Godzilla? Yeah, they killed him in the third reel. But nobody expected that the Japanese of 1992 had a secret submarine filled with nuclear missiles - ""Ha ha, don't worry. We don't keep it in Japanese waters"" - with which to jumpstart a new Godzilla from the bones of an old dinosaur. Only they don't have to, because a leaky old nuclear shipwreck has already made Godzilla whole again. Oh, and Godzilla finally gets to Tokyo, reuniting with his old army buddy in a heartwarming moment of tearful recognition. They look into each other's eyes, and Godzilla nods as if to say, ""Gotta do it, man."" The tycoon nods in understanding. Then Godzilla blows him up.<br /><br />I should also mention here that, in order to prevent Godzilla's revamped angry self from fulfilling his destiny and destroying Japan, the Japanese girl from the future goes BACK to the future to ask for help from - yes - a balding white man. Probably because he pities her as the sole Asian character from the 23d century, he agrees to build a Mecha-Ghidora and send it back to the 1990s, so that together, these two giant monsters can, uh, fulfill Godzilla's destiny and destroy Japan. In a wonderful nod to those notoriously self-willed whipping heads, the girl piloting Mecha-Ghidora has trouble controlling the joystick.<br /><br />This Godzilla suit design owes much to the Sumo - his thighs are flabby enough to double for Rush Limbaugh's, and his belly and chest are thick and ponderous. But there's more exploding masonry in this picture than in most of his adventures, which makes up for a lot. Also features a man with a passing resemblance to Robert Patrick playing a killer robot. Yes, in the future even the robots will have bald spots. Plus Megumi Odaka, reprising her role as Micki, the only Japanese girl ever born with ears larger than her Disney namesake and an acting style even bigger than that. It's not her fault: many Japanese directors seem to feel that a seventy-foot screen isn't quite large enough to display the emotion of a human face. I did some acting for Japanese television, and I can tell you, they push you to go for it. They apparently urge their writers in the same way. Thank God.",negative
"There are two kinds of characters on THE SHIELD: people who try to do the best they can and do the right thing, and people who relentlessly pursue their own self interest and commit every mortal sin they can while telling themselves and everyone else that they are heroes, and everyone's only hope. More than any other show, THE SHIELD is about hypocrisy and self-delusion. Unfortunately, the hypocrites and self-deluders are the shows heroes, and as such have the typical genre-fiction heroes' improbable immunity to getting defeated or caught and they come out on top over and over again, making fools out of all of their peers.<br /><br />The show boasts excellent camera-work. The lead ins and the fade outs are always superb. It really is a work of art to see. Unfortunately the story is a cartoony, overwrought wish fulfillment scenario of gratuitous violence, rape, and lies.<br /><br />The hero, who drags everyone down with him in failed scheme after failed scheme, is wiley like a warner bros cartoon character, always escaping and making fun of all the elmer fudds (anyone who does not support him in his lies and crimes), automatically attracting any good looking woman supporting character to come on the show, always surviving any attempt to bring him to justice, and ALWAYS scraping your ears with his excruciating self justifications. If another cop detects something wrong with something he's doing, and someone gets hurt because of his actions, he always blames the suspicious cop, regardless of the fact that his schemes and elaborate lies and doomed plans are always the cause. Every time.<br /><br />Like 24, this show relies on contrivances and innumerable delays to drag its story out for season after season. Boring, unbelievable long term stories are injected into the storyline every season to provide a skeleton on which to hang the bloody, perverted chunks of meat that are the characters' corrupt acts and the inevitable cover-ups.<br /><br />Most disappointing though, is the writers' hubris as they try to change the viewers' sympathies back and forth, to and away form the characters on whims. Sometimes, they want us to see Shane as the enemy. Sometimes they want us to see him as a poor misunderstood soul. Sometimes they want us to see Vic as a dangerous, sexual dynamo. Sometimes they want us to see him as a poor guy with a heart of gold. Sometimes they want us to see Mara as a low down vile Jezebel. Then they think that if they show her sitting and talking over her dreams with Shane, that we will find her to be sympathetic and tragic.<br /><br />None of this manipulation is adequate to obtain the kinds of sympathies they want. Once they've shown these characters ruin other people's lives for their own ends, that's it. It is nonsense to keep trying to flip back and forth. But then, it is also nonsense to produce seven seasons of these bumbling clowns drawing every super model in existence to their beds and running a crime syndicate right out of the police station, right under everyone's noses.",negative
"I pity people calling kamal hassan 'ulaganaayakan' maybe for them ulagam is tollywood ! comeon guys..this movie is a thriller without thrill..<br /><br />come out of your ulagam and just watch some high class thrillers like The Usual Suspects or even The Silence of the Lambs.<br /><br />technically good but style over substance kamal doesn't look like a police officer, there is no thrill whatsoever dragging and boring till end you might be saving 3 valuable hrs of your life if u skip watching this movie.<br /><br />kamal at his best is the best in tollywood",negative
"It seems incredible that the same decade which brought Star Wars to the silvery screen disgorged such unutterable tripe as this and many other 'adventure' movies. I am reminded of the similarly lavish, but equally wretched 'Ashanti' outlined elsewhere.<br /><br />Whatever motivated A-list actors to sign-on for such wastes of celluloid is frankly beyond this writer. They must have been very, very desperate. To be perfectly candid, Roger Moore's appearance in any movie is the kiss of death. Although extremely handsome in his youth, his entire acting career has been predicated upon an ability to raise one eyebrow. Every emotion from A to B is conveyed by this simple stratagem. His were the dog-days of James Bond. Lee Marvin on the other hand has featured in some very worthy outings, perhaps most memorably 'Paint Your Wagon' and 'The Dirty Dozen'. He has a comic streak, but he is much better when he plays it straight.<br /><br />The excellent Ian Holm is a throwaway, hardly recognisable blacked-up as a mute African. Everyone else just turned up for their pay-cheques.<br /><br />The only plausible and watchable element is the German cruiser. It looks like a very large model. But it is believably massive and appears authentic - as do its crew. The rest isn't even hokum. The childish comedy jars with the brutality and violence in a story that meanders clumsily about, as if the script itself had had too many whiffs of Lee Marvin's gin. Here is a director who simply doesn't know where he's going. There are hints of 'The African Queen', a snatch from 'The Pride & The Passion', 'Gold', and one or two other rip-offs from movies who's titles don't come readily to mind.<br /><br />Strangely, I have seen it 3 times, each occasion it has been shown on television when I have been laid low with a cold or the flu. Perhaps that is influencing my judgement - but not much.<br /><br />Compare it with any Indiana Jones movie and you will see what I mean.<br /><br />I have given it two stars; one for the battleship and the other because it finally comes to an end, though heaven knows it takes long enough to do that.<br /><br />Time for another Lemsip, I think.",negative
"This is marvelous movie, about a soul of Ale. This is a journey to Ale's heart. I found it fascinating. The director did a great job. He makes the scenes talk. Especially on the silent scenes. The window of Ale is a great one. An the scenes when he lies in bed are one of the best directed scenes I have seen. <br /><br />Apart from directing. It has been a quite time I did not watch a movie about a soul. As a philosopher I can say that, this film proves that the age does not matter about your soul. So as Ale's soul. <br /><br />As living in Turkey I do not care about the other side of NY. This is a universal scene you can see everywhere in the world. As to my opinion more universal than every other thing. <br /><br />Do not miss this film. Otherwise you will miss a great thing about a soul. If you have one. <br /><br />Baris.Sentuna",positive
"TOUGH LUCK follows a homeless drifter as he becomes entangled in the underground crime world of deception and chaos. Archie(Norman Reedus) has been released from prison and has nothing to lose. He is almost killed before the owner of a carnival named Ike(Armand Assante) hires him for work. Soon Ike discloses a strong desire for Archie to murder his mischievous wife, Divana(Dagmara Dominczyk), an erotic dancer for the Carnival. Things soon get complicated when Archie falls in love with Divana and warns her of the scheme. They become involved in a very steamy affair that leaves little to the imagination of the viewer, after which they soon make a plan. Together they plot to murder Ike, but things don't go quite as planned.<br /><br />I would be lying if I said that this film didn't surprise me. I was, personally, blown away by how good this film was. Upon renting it several years back, I was expecting another cliché thriller with a lot of the typical elements and themes that are shown in a lot of films of that type these days. Within minutes I was hooked and found myself quite involved with the world of this film. It's the kind of film, much like BUFFALO '66, that just sucks you in and transports you into the style and the feeling of paranoia. It is a film that really pulls it off in stunning fashion. One thing I particularly appreciated was how the film depicted it's characters. The film isn't as easy and clear cut as it may appear in the plot summary. These are characters that you actually grow to care about and are fascinated by, including the characters that are supposed to be the bad guys. In truth, there are no good guys or bad guys in this film. All of the characters are flawed in ways that are realistic and incredibly true-to-life. There aren't many films that manage to accomplish this task as flawlessly as this film does, but it's definitely a film style that I like and I want to see more of from films today. There were quite a few crime films that were like that back in the early 50s, but there hasn't been one as gripping and unique as this ever since! <br /><br />In terms of flaws, I have mostly very minor gripes. The film itself isn't exactly original. However, I doubt that most folks would expect it to be original. The film's editing style also may be irritating to some folks as it tends to have a camcorder type of shaky cam throughout. While I wasn't bothered by it and actually felt that it added to the atmosphere, I'm sure most viewers will not be as enthralled by it and may find it generally off-putting. Despite the minor flaws, however, this is one of the most underrated films of the 2000s. It's so refreshing to get lucky and watch an unknown film that turns out to be good. It seems as if this film was a direct-to-video release, though this film is far better than that. Had it been put in theaters, it wouldn't have won any awards nor would it have been seen much, but it would have a lot more recognition than it has today. Recognition that this film deserves. TOUGH LUCK is an astounding, entertaining, and twisted neo-noir thriller with a real sense of class and style juxtapose and with enough substance to make the average moviegoer more than simply satisfied.",positive
"Hello again, I have been thinking about this movie all my life. I saw it when I was 5 years old in Los Angeles, California in 1942. What a wonderful story of being good to one another, kindness, and charity. You forget it is the bugs relating to one another. It was just as if they were people. I love this movie and so do my adult children. Such beautiful color in this movie.I need to see this movie again. There is a story about an envelope in the movie, that I just can't remember the ""why"" of it.<br /><br />Thanks for listening.",positive
"Watched this with my girlfriend after stumbling over it while zaping channels.<br /><br />I guess we both hoped for some kind of happy family cute Christmas movie, but were extremely disappointed.<br /><br />the actor playing the soldier, seems to have 0 emotion whatsoever, his face looks the same, whether he's chopping down Christmas tree's, seeing the girl he loves being kissed by her boyfriend, or when he's happily surprised by the girl he loves, he's an awful actor, and at no pont did any of us do nothing but laugh at him.<br /><br />Then there's the cute blond girl, blessed with the ability to count dot's and cheat on her boyfriend, what a catch! and her ambition in life is to live with her parents and count more dots.<br /><br />So it's basically a story about a guy without any emotion or feelings who falls for a guy who count dots and cheats on her boyfriend, it's as predictable as it get's, and really a waste of time, you gain nothing by watching this, other than some weird laughs, because it's all so corny.<br /><br />I love it when her dad says that he only eats french fries and not french wine, and they all laugh, that's the hillbilly attitude this movie is about, furthermore, if my girlfriends dad were bossing me around like, i'd tell him a thing or to, but not our army veteran, no sir, he let's everyone boss him around.<br /><br />The movie is what First Blood would have been, if John Rambo were burn like the biggest wimp in the world.",negative
"Well since seeing part's 1 through 3 I can honestly say that they should have NEVER made part 4. Everything from the tacky, and I DO mean tacky score to the really bad acting, I dare anyone to watch this and not be bored out of their minds.<br /><br />I mean parts 1 to 3 kept the vibe strong on the plot of Damion, but without him around in this one it's just not the same. Sure by the end of part 3 I was getting a little tired of the continued story line's, but it was a good closure at the end of the third one. Again there was no reason for a part 4. Even if there was they could have done a MUCH better job than this sh*t I had to sit through, lol. There goes an hour and a half of my life i'll never see again.",negative
"Von Trier once explained how he created such strong involvement from the viewer with his movies by placing his movie world in about the middle of the real world and the imagined world. So as viewers we think we watch a ""true"" story while in fact we are thoroughly manipulated, often to the point that the movie works disturbing (Dancer in the Dark) or painful (The Idiots/ Idioterne). Of course the Dogme-films acted only as a vehicle for this theory (besides creating some welcome spotlight on Von Trier).<br /><br />The story is typical for Von Trier: our hero is idealistic, seems to balance his relations with everybody else, but soon becomes the victim of the problems others have created in the past for themselves. The idealist inevitably has to reject society in order to stay idealistic and becomes the terrorist. Mankind is spoiled and purity only leads to (self-)destruction. (These elements were also very omnipresent in Breaking the Waves and Dancer in the Dark.) The movie is also full of cynical (even humorous) undertones about the role of the Germans and Americans in post-war Germany.<br /><br />As a technical achievement the movie is wonderfully designed: shifting and fading washed-out colors, screen overlays, action on different overlays (with the shooting of the soon-to-be mayor as the most interesting). In this movie we can see how good Von Trier's handles film as a technical medium. In his later works he seems to step down from this (as if he is not longer interested in technical achievements because they become so easily available).",positive
"Like most sports movies which have come out in the past, this movie is similar in respects, that it is based on fact. What sets this movie apart is that its about a rugby team, a sport that not too many Americans are familiar with. Set that aside, this movie is very rewarding piece of film noir. It reminds me of ""We Are Marshall"" , but with a smaller budget and an independent movie feel. Its a fine effort by director Ryan Little to bring us a story about a rebellious teen played by Sean Farris (Never Back Down), as Rick Penning that finds himself in an odd place, both on and off the field. Despite a few plot lines holes, this film has heart, rewarding each of its viewers with good characters that we can identify with. Also good performances by supporting actors Gary Cole as coach Larry Gelwix & Neal McDonough as coach Penning(Ricks dad). I felt myself go through a lot of different emotions watching movie, in the end I was left with a feeling of faith in mankind & a hope for the future for my children, especially if there are coaches out there like Gelwix.",positive
"Before I begin, let me tell you how GREAT this stand-up special sounds when you play Sonic Adventure I DX: Director's Cut at the same time (Red Mountain level in particular). So while watching this stand-up special, I suggest-- no, DEMAND you do it.<br /><br />Carlos Mencia takes his stand-up to the extreme in San Francisco, California. There, he makes fun of everybody with absolutely NO apologies.<br /><br />I am pretty much thanking God here that Carlos didn't do his thing in which he uses the same joke over and over and over and over and over again. He does a tremendous job making fun of everyone and at the same time be truthful about it; I know a couple of times I said, after Carlos said a joke, ""Damn, this guy makes a good point!"" And then the Game Over screen came over my TV because I forgot I was playing Sonic Adventure I DX: Director's Cut. My bad :) So yeah, there's nothing to complain about this stand-up special. If you have TiVo or something like that, please do yourself a favor and record this historic hour.",positive
"Well I don't know much about anything, but I sure liked this film. In short, it was creative, humorous, simple, and heartwarming. In other words, it was everything it set out to be.<br /><br />The story is set around a girl's first love, (as the title suggests) and I certainly should warn you: expect nothing challenging or provocative in terms of the subject matter here. I mean, it is a children's cartoon. It's really just a simple story, but it's told well, and it holds your attention well.<br /><br />In the end: it's short, it's funny, it's cute, it's simple, it's good.",positive
"This movie was pure genius. John Waters is brilliant. It is hilarious and I am not sick of it even after seeing it about 20 times since I bought it a few months ago. The acting is great, although Ricki Lake could have been better. And Johnny Depp is magnificent. He is such a beautiful man and a very talented actor. And seeing most of Johnny's movies, this is probably my favorite. I give it 9.5/10. Rent it today!",negative
"I enjoy movies like this for their spirit, no pun intended. Its a decent, clean movie about a baseball team that's falling behind, and a young fan wishes for them to win, since his deadbeat dad said that was the only way he'd come back for him. <br /><br />The spirit shines through in two ways: A funny cast with Danny Glover and a young Joseph Gordon-Levitt, and the heavenly herald Al, taking the dynamic form of Christopher Lloyd. Its an energetic movie. It gets you smiling, and really involves you in the sport. <br /><br />Therein lies my gripe. the one thing that kinda bugs me is these sports movies that kind of turn you into an unexpecting fan for the team. There's absolutely nothing wrong with that. I just find it odd that I should come away from the movie thinking the Angels are a strong, cool team, when really my base loyalty, such as it is, lies with the Toronto Blue Jays. It's interesting, really. If it's just a movie about an underdog kids team, then its okay.",positive
"Interesting characters, lots of tension. As close to black and white without being black and white. I was turned off by how casually the supposedly sympathetic mainstream character, a quiet, near deaf secretary, was able to turn to crime to ruin colleagues, rough up people in her way and finally participate in a heist, and set up someone to be bumped off as a decoy to her own get-away. I'm a little put off by the trend for otherwise quality movies to portray criminals in a sympathetic way without addressing the injury they've done to others other than to portray their immediate opponents as jerks. In this film we never know who's money it really is they abscond with, or what happens to the innocent wife who the sympathetic deaf-secretary uses to set up the of the sleazy bar owner to take the fall for the missing loot. Too bad, the film could have been great.",positive
"A stale ""misfits-in-the-army"" saga, which half-heartedly attempts to be both surreal (the foreign subtitles) AND vulgar (the flatulence gags), but just ends up being a mix of many different kinds of humor, none of them followed very successfully. Barbara Bach, the Bond Girl from ""The Spy Who Loved Me"", has only two or three brief scenes. What a waste! (*1/2)",negative
"Van Sant copies Hitchcock's masterpiece shot for shot including some modern facets: a walkman, and nudity from Anne Heche. Unless you have a strong desire to see Ms. Heche naked there is absolutely NO reason to see this film instead of the original. Hitchcock's masterpiece is much better and Van Sant fails to realize that in hiding the nudity and the gore, the original shower scene is all the more terrifying. Ask Janet Leigh about that one. The acting is also much flatter and the technical aspects much less impressive.",negative
"First off, to give you some idea of my taste in movies...<br /><br />2007 Comedies I enjoyed: Superbad, Knocked Up, Hot Fuzz, Blades Of Glory <br /><br />2007 Comedies I hated: Evan Almighty, The Brothers Solomon, Good Luck Chuck<br /><br />I should have followed my first instinct and turned off ""Hot Rod"" after I got to about the 20 minute mark. I knew by that point that this movie would not make me laugh once. The script is absolutely brutal - I have no idea how this monstrosity managed to crack 6 on IMDb. Any one older than 10 years old who enjoyed this must be some kind of mental defective.<br /><br />This doesn't come close to anything with Will Farrell and it's clear that Andy Samberg can't carry anything longer than a 5 to 10 minute sketch on YouTube or SNL. I don't know how they roped Ian McShane and Isla Fisher into doing this movie... they must have owed favors or something. I came in knowing that it would be a dumb movie, but I thought it would at least be funny. I didn't so much as smirk.<br /><br />I don't normally comment on movies at IMDb, but this was so awful, I just had to warn people. This is only the 4th movie I've seen that I've felt compelled to rate 1/10.",negative
"Although too young to remember the first showing of the series (being just a baby) I later caught repeats of it on television in the late 80's, just when I was getting interested in the war and all of its aspects. It was my grandfather who first showed me the series and also gave me my first interests, relating tales of his time in the Royal Navy at Malta and later in the Pacific. Since then I have devoured many books and seen many television series about the World War Two era, with mixed opinions. The British television stations are generally very good at producing these, as The World At War can easily attest, with many gems made by both the BBC and independent companies. I strongly recommend such titles as ""The Nazis - A warning From History"", ""Blitz"" and the BBC series about Dunkirk. ""Britain At War In Colour"", with its companion series ""Japan"", ""Germany"" and ""America"" are of a very high standard. The World At War is by far the best and, despite its age, never fails to deliver. There will always be new revelations about the war that will keep cropping up that obviously aren't included in the series and of course World War Two took place over such a large canvas that to produce a series with EVERY detail would take more time and money then any other, even if such an undertaking was even possible. What I feel I must say to those who decry that it does not include everything is that The World At War can't physically do that as a series but it sure as heck can prompt you to do further research - and make it enjoyable. That certainly worked for me: I now have a very comprehensive library of books, videos, DVDs and tapes and CDs. Recommend to anyone with even a passing interest. The series was so well made that they'd find it hard not to agree that it is quality programming and highly informative.",positive
"The League of Gentlemen is one of the funniest, strangest, darkest and most unforgettable comedies of our time. So much so, it paved the way for more comedies of its ilk, many of which have copied the style, but have never succeeded.<br /><br />Unlike every other sketch show around, the characters of The League of Gentlemen are all loosely connected. Firstly they all live in the fictional town of Royston Vasey, in the back of beyond of Northern England. <br /><br />The first characters to greet newcomers are Tubbs and Edwrad, the pig-faced owners of a supposedly local shop situated so far away most of the residents probably don't know of its existence. Other oddities include: the Denton family, with an obsession with hygiene, chastity and toads; Hillary Briss who sells a special yet thankfully unknown brand of meat; Pauline, a restart officer with a sharp tongue and even sharper pens; Mr. Chinnery, kind-hearted vet and menace to all things four-legged; Geoff Tipps, a plastics salesman with a vicious sense of humour, often involving guns, electric tubes and . . . . . . . PLUMS!!!!! <br /><br />Despite being a comedy at heart, The League of Gentlemen often transcends genres whilst never appearing to be spoofing or ripping off other people's material. There are several horror references such as the disappearance of a hiker, a pair of silent twins, an obsessive circus owner, and a sudden outbreak of nosebleeds. Even more striking are moments when the series takes on a more sobre tone and aforementioned characters such as Pauline and Geoff are shown in a more sympathetic, vulnerable light. The film adaptation is the best demonstration of this, but some fans may decide they belong local.<br /><br />The equally underrated third series also takes a different route, instead of sketches each episode focuses on an individual character with each storyline leading to one conclusion involving a plastic bag and a runaway theatre company van. Although many fans may not enjoy the structure of the film or the third series as much as the first two, they're certainly signs to how inventive The League of Gentlemen can be, and how unafraid to explore new areas.<br /><br />In short, The League of Gentlemen is definitely worth a look, as like the welcome signs says: YOU'LL NEVER LEAVE!",positive
"This movie is AWFUL. I haven't laughed so hard at a movie that was unintentionally funny in a long time. Leno should've stuck to stand up and late night tv. The cars in the movie were cool, but the movie by itself is the dumbest movie I've ever seen. it's pathetic, the acting is horrible, and the plot could've been written by a 4 year old. don't get me wrong, jay leno is hilarious, but not in this movie!",negative
